"No.","Time","Source","Destination","Protocol","Length","Port","Info"
"1230","10.371062","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1306601 Ack=47243 Win=6826 Len=1448 TSval=1776281772 TSecr=1644748924"
"1231","10.371071","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=1308049 Ack=47243 Win=6826 Len=1448 TSval=1776281772 TSecr=1644748924"
"1232","10.371085","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1309497 Ack=47243 Win=6826 Len=1448 TSval=1776281772 TSecr=1644748924"
"1233","10.371092","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=1310945 Ack=47243 Win=6826 Len=1448 TSval=1776281772 TSecr=1644748924"
"1234","10.371100","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1312393 Ack=47243 Win=6826 Len=1448 TSval=1776281772 TSecr=1644748924"
"1235","10.371187","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=48293 Ack=1313841 Win=28856 Len=0 TSval=1644748955 TSecr=1776281772"
"1236","10.371748","192.168.0.3","10.0.0.101","RSL","1514","35644,5000","CHANnel ReQuireD "
"1237","10.381131","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1313841 Ack=48293 Win=6826 Len=1448 TSval=1776281784 TSecr=1644748935"
"1238","10.381150","10.0.0.101","192.168.0.3","TCP","834","5000,35644","5000  >  35644 [PSH, ACK] Seq=1315289 Ack=48293 Win=6826 Len=768 TSval=1776281788 TSecr=1644748945"
"1239","10.381219","192.168.0.3","10.0.0.101","RSL","204","35644,5000","unknown 14 "
"1240","10.401297","10.0.0.101","192.168.0.3","TCP","66","5000,35644","5000  >  35644 [ACK] Seq=1316057 Ack=49879 Win=6826 Len=0 TSval=1776281808 TSecr=1644748956"
"1241","10.419989","192.168.0.3","10.0.0.101","RSL","602","35644,5000","CHANnel ReQuireD "
"1242","10.471740","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","NOTification CoMmanD "
"1243","10.471760","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1317505 Ack=50415 Win=6826 Len=1448 TSval=1776281879 TSecr=1644749004"
"1244","10.471797","10.0.0.101","192.168.0.3","TCP","790","5000,35644","5000  >  35644 [PSH, ACK] Seq=1318953 Ack=50415 Win=6826 Len=724 TSval=1776281879 TSecr=1644749004"
"1245","10.471880","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=50415 Ack=1319677 Win=28980 Len=0 TSval=1644749056 TSecr=1776281879"
"1246","10.481873","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","ip.access HANDOover CANDidate ENQuiry "
"1247","10.481891","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=1321125 Ack=50415 Win=6826 Len=1448 TSval=1776281891 TSecr=1644749004"
"1248","10.481928","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1322573 Ack=50415 Win=6826 Len=1448 TSval=1776281891 TSecr=1644749004"
"1249","10.481965","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=50415 Ack=1322573 Win=28992 Len=0 TSval=1644749066 TSecr=1776281891"
"1250","10.481965","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1324021 Ack=50415 Win=6826 Len=1448 TSval=1776281891 TSecr=1644749004"
"1251","10.482030","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=1325469 Ack=50415 Win=6826 Len=1448 TSval=1776281891 TSecr=1644749004"
"1252","10.482047","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1326917 Ack=50415 Win=6826 Len=1448 TSval=1776281891 TSecr=1644749004"
"1253","10.482055","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1328365 Ack=50415 Win=6826 Len=1448 TSval=1776281891 TSecr=1644749004"
"1254","10.482085","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=1329813 Ack=50415 Win=6826 Len=1448 TSval=1776281891 TSecr=1644749004"
"1255","10.482101","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1331261 Ack=50415 Win=6826 Len=1448 TSval=1776281891 TSecr=1644749004"
"1256","10.482118","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=50415 Ack=1325469 Win=28988 Len=0 TSval=1644749066 TSecr=1776281891"
"1257","10.482138","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=50415 Ack=1328365 Win=28992 Len=0 TSval=1644749066 TSecr=1776281891"
"1258","10.482184","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1332709 Ack=50415 Win=6826 Len=1448 TSval=1776281891 TSecr=1644749004"
"1259","10.482221","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=1334157 Ack=50415 Win=6826 Len=1448 TSval=1776281891 TSecr=1644749004"
"1260","10.482321","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=50415 Ack=1335605 Win=28932 Len=0 TSval=1644749067 TSecr=1776281891"
"1261","10.482764","192.168.0.3","10.0.0.101","RSL","602","35644,5000","CHANnel ReQuireD "
"1262","10.492231","10.0.0.101","192.168.0.3","TCP","696","5000,35644","5000  >  35644 [PSH, ACK] Seq=1335605 Ack=50415 Win=6826 Len=630 TSval=1776281899 TSecr=1644749056"
"1263","10.492249","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","RF RESource INDication [Malformed Packet: length of contained item exceeds length of containing item]"
"1264","10.492347","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=50951 Ack=1337683 Win=28992 Len=0 TSval=1644749077 TSecr=1776281899"
"1265","10.512434","10.0.0.101","192.168.0.3","TCP","696","5000,35644","5000  >  35644 [PSH, ACK] Seq=1337683 Ack=50951 Win=6826 Len=630 TSval=1776281919 TSecr=1644749067"
"1266","10.515881","192.168.0.3","10.0.0.101","RSL","602","35644,5000","CHANnel ReQuireD "
"1267","10.552705","10.0.0.101","192.168.0.3","RSL CBCH","1514","5000,35644","SMS BroadCast REQuest "
"1268","10.552727","10.0.0.101","192.168.0.3","TCP","182","5000,35644","5000  >  35644 [PSH, ACK] Seq=1339761 Ack=51487 Win=6826 Len=116 TSval=1776281968 TSecr=1644749100"
"1269","10.552829","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=51487 Ack=1339877 Win=28992 Len=0 TSval=1644749137 TSecr=1776281968"
"1270","10.558031","192.168.0.3","10.0.0.101","RSL","602","35644,5000","CHANnel ReQuireD "
"1271","10.592999","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","NOTification CoMmanD "
"1272","10.593037","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1341325 Ack=52023 Win=6826 Len=1448 TSval=1776282000 TSecr=1644749142"
"1273","10.593053","10.0.0.101","192.168.0.3","RSL","790","5000,35644","unknown 32 "
"1274","10.593189","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=52023 Ack=1342773 Win=28992 Len=0 TSval=1644749177 TSecr=1776282000"
"1275","10.603102","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","ip.access HANDOover CANDidate ENQuiry "
"1276","10.603120","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=1344945 Ack=52023 Win=6826 Len=1448 TSval=1776282010 TSecr=1644749142"
"1277","10.603139","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1346393 Ack=52023 Win=6826 Len=1448 TSval=1776282010 TSecr=1644749142"
"1278","10.603178","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1347841 Ack=52023 Win=6826 Len=1448 TSval=1776282010 TSecr=1644749142"
"1279","10.603187","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=1349289 Ack=52023 Win=6826 Len=1448 TSval=1776282010 TSecr=1644749142"
"1280","10.603223","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=52023 Ack=1346393 Win=28992 Len=0 TSval=1644749187 TSecr=1776282000"
"1281","10.603227","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1350737 Ack=52023 Win=6826 Len=1448 TSval=1776282010 TSecr=1644749142"
"1282","10.603272","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","CHANnel ReQuireD "
"1283","10.603283","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=1353633 Ack=52023 Win=6826 Len=1448 TSval=1776282010 TSecr=1644749142"
"1284","10.603324","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=52023 Ack=1350737 Win=28956 Len=0 TSval=1644749188 TSecr=1776282010"
"1285","10.603337","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=52023 Ack=1353633 Win=28988 Len=0 TSval=1644749188 TSecr=1776282010"
"1286","10.603807","192.168.0.3","10.0.0.101","RSL","1116","35644,5000","PAGING CoMmanD "
"1287","10.613343","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1355081 Ack=52023 Win=6826 Len=1448 TSval=1776282023 TSecr=1644749177"
"1288","10.613359","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1356529 Ack=52023 Win=6826 Len=1448 TSval=1776282023 TSecr=1644749177"
"1289","10.613392","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","ip.access DLCX ACK "
"1290","10.613404","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1359425 Ack=52023 Win=6826 Len=1448 TSval=1776282023 TSecr=1644749177"
"1291","10.613417","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1360873 Ack=52023 Win=6826 Len=1448 TSval=1776282023 TSecr=1644749177"
"1292","10.613445","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=1362321 Ack=52023 Win=6826 Len=1448 TSval=1776282023 TSecr=1644749177"
"1293","10.613484","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=53073 Ack=1360873 Win=28968 Len=0 TSval=1644749198 TSecr=1776282023"
"1294","10.613538","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=53073 Ack=1363769 Win=28944 Len=0 TSval=1644749198 TSecr=1776282023"
"1295","10.613541","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1363769 Ack=52023 Win=6826 Len=1448 TSval=1776282023 TSecr=1644749177"
"1296","10.613572","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","unknown 68 "
"1297","10.613579","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","DEACTIVATE SACCH "
"1298","10.613586","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1368113 Ack=52023 Win=6826 Len=1448 TSval=1776282023 TSecr=1644749177"
"1299","10.613610","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1369561 Ack=52023 Win=6826 Len=1448 TSval=1776282023 TSecr=1644749177"
"1300","10.613619","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=1371009 Ack=52023 Win=6826 Len=1448 TSval=1776282023 TSecr=1644749177"
"1301","10.613632","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1372457 Ack=52023 Win=6826 Len=1448 TSval=1776282023 TSecr=1644749177"
"1302","10.613652","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=53073 Ack=1366665 Win=28992 Len=0 TSval=1644749198 TSecr=1776282023"
"1303","10.613721","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1373905 Ack=52023 Win=6826 Len=1448 TSval=1776282023 TSecr=1644749177"
"1304","10.613744","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=1375353 Ack=52023 Win=6826 Len=1448 TSval=1776282023 TSecr=1644749177"
"1305","10.613771","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","unknown 86 "
"1306","10.614199","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=53073 Ack=1378249 Win=28896 Len=0 TSval=1644749198 TSecr=1776282023"
"1307","10.623767","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=1378249 Ack=52023 Win=6826 Len=1448 TSval=1776282023 TSecr=1644749177"
"1308","10.623786","10.0.0.101","192.168.0.3","RSL","1116","5000,35644","ESTablish CONFirm "
"1309","10.623801","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","NOTification CoMmanD "
"1310","10.623811","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=1382195 Ack=53073 Win=6826 Len=1448 TSval=1776282034 TSecr=1644749188"
"1311","10.623871","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=53073 Ack=1380747 Win=28992 Len=0 TSval=1644749208 TSecr=1776282023"
"1312","10.623909","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=53073 Ack=1383643 Win=28964 Len=0 TSval=1644749208 TSecr=1776282034"
"1313","10.624276","192.168.0.3","10.0.0.101","RSL","602","35644,5000","CHANnel ReQuireD "
"1314","10.643974","10.0.0.101","192.168.0.3","RSL","790","5000,35644","IMMEDIATE ASSIGN COMMAND (CCCH) (TP) "
"1315","10.684196","10.0.0.101","192.168.0.3","TCP","66","5000,35644","5000  >  35644 [ACK] Seq=1384367 Ack=53609 Win=6826 Len=0 TSval=1776282094 TSecr=1644749208"
"1316","10.684272","192.168.0.3","10.0.0.101","RSL","602","35644,5000","CHANnel ReQuireD "
"1317","10.714385","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","NOTification CoMmanD "
"1318","10.714403","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1385815 Ack=54145 Win=6826 Len=1448 TSval=1776282130 TSecr=1644749268"
"1319","10.714420","10.0.0.101","192.168.0.3","RSL","790","5000,35644","ip.access PDCH ACTIVATION ACK "
"1320","10.714521","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=54145 Ack=1387263 Win=28992 Len=0 TSval=1644749299 TSecr=1776282130"
"1321","10.755495","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=54145 Ack=1387987 Win=29004 Len=0 TSval=1644749340 TSecr=1776282130"
"1322","10.774765","10.0.0.101","192.168.0.3","RSL","1116","5000,35644","PAGING CoMmanD "
"1323","10.774911","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=54145 Ack=1389037 Win=29004 Len=0 TSval=1644749359 TSecr=1776282181"
"1324","10.778621","192.168.0.3","10.0.0.101","RSL","602","35644,5000","CHANnel ReQuireD "
"1325","10.804961","10.0.0.101","192.168.0.3","RSL","1116","5000,35644","PAGING CoMmanD "
"1326","10.809617","192.168.0.3","10.0.0.101","RSL","602","35644,5000","CHANnel ReQuireD "
"1327","10.835154","10.0.0.101","192.168.0.3","RSL CBCH","1514","5000,35644","SMS BroadCast REQuest "
"1328","10.835178","10.0.0.101","192.168.0.3","TCP","182","5000,35644","5000  >  35644 [PSH, ACK] Seq=1391535 Ack=55217 Win=6826 Len=116 TSval=1776282251 TSecr=1644749394"
"1329","10.835306","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=55217 Ack=1391651 Win=28992 Len=0 TSval=1644749420 TSecr=1776282251"
"1330","10.839622","192.168.0.3","10.0.0.101","RSL","602","35644,5000","CHANnel ReQuireD "
"1331","10.865349","10.0.0.101","192.168.0.3","RSL","1116","5000,35644","PAGING CoMmanD "
"1332","10.870579","192.168.0.3","10.0.0.101","RSL","602","35644,5000","CHANnel ReQuireD "
"1333","10.895541","10.0.0.101","192.168.0.3","RSL","1116","5000,35644","PAGING CoMmanD "
"1334","10.900828","192.168.0.3","10.0.0.101","RSL","602","35644,5000","CHANnel ReQuireD "
"1336","10.925721","10.0.0.101","192.168.0.3","RSL","1116","5000,35644","PAGING CoMmanD "
"1337","10.930903","192.168.0.3","10.0.0.101","RSL","602","35644,5000","CHANnel ReQuireD "
"1338","10.955925","10.0.0.101","192.168.0.3","RSL Cell Broadcast","1514","5000,35644","SMS BroadCast CoMmanD  (CBS Page)"
"1339","10.955942","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1396249 Ack=57361 Win=6826 Len=1448 TSval=1776282372 TSecr=1644749515"
"1340","10.955958","10.0.0.101","192.168.0.3","RSL","276","5000,35644","IMMEDIATE ASSIGN COMMAND (CCCH) (Reserved) "
"1341","10.956043","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=57361 Ack=1397697 Win=28992 Len=0 TSval=1644749540 TSecr=1776282372"
"1342","10.962738","192.168.0.3","10.0.0.101","RSL","602","35644,5000","CHANnel ReQuireD "
"1343","10.986137","10.0.0.101","192.168.0.3","RSL CBCH","1514","5000,35644","SMS BroadCast REQuest "
"1344","10.986154","10.0.0.101","192.168.0.3","TCP","182","5000,35644","5000  >  35644 [PSH, ACK] Seq=1399355 Ack=57897 Win=6826 Len=116 TSval=1776282402 TSecr=1644749547"
"1345","10.986247","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=57897 Ack=1399471 Win=28992 Len=0 TSval=1644749570 TSecr=1776282402"
"1346","10.993159","192.168.0.3","10.0.0.101","RSL","602","35644,5000","CHANnel ReQuireD "
"1347","11.016335","10.0.0.101","192.168.0.3","RSL","1116","5000,35644","PAGING CoMmanD "
"1348","11.022960","192.168.0.3","10.0.0.101","RSL","602","35644,5000","CHANnel ReQuireD "
"1349","11.056674","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","NOTification CoMmanD "
"1350","11.056704","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1401969 Ack=58969 Win=6826 Len=1448 TSval=1776282463 TSecr=1644749607"
"1351","11.056722","10.0.0.101","192.168.0.3","TCP","790","5000,35644","5000  >  35644 [PSH, ACK] Seq=1403417 Ack=58969 Win=6826 Len=724 TSval=1776282463 TSecr=1644749607"
"1352","11.056870","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=58969 Ack=1404141 Win=28976 Len=0 TSval=1644749641 TSecr=1776282463"
"1353","11.057319","192.168.0.3","10.0.0.101","RSL","1116","35644,5000","PAGING CoMmanD "
"1354","11.066723","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","ip.access HANDOover CANDidate ENQuiry "
"1355","11.066770","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=1405589 Ack=58969 Win=6826 Len=1448 TSval=1776282480 TSecr=1644749607"
"1356","11.066789","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1407037 Ack=58969 Win=6826 Len=1448 TSval=1776282480 TSecr=1644749607"
"1357","11.066816","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","unknown 80 "
"1358","11.066857","10.0.0.101","192.168.0.3","IPA","1514","5000,35644","MGCP (old) "
"1359","11.066870","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=60019 Ack=1408485 Win=28980 Len=0 TSval=1644749651 TSecr=1776282480"
"1360","11.066874","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1411381 Ack=58969 Win=6826 Len=1448 TSval=1776282480 TSecr=1644749607"
"1361","11.066893","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1412829 Ack=58969 Win=6826 Len=1448 TSval=1776282480 TSecr=1644749607"
"1362","11.066924","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=1414277 Ack=58969 Win=6826 Len=1448 TSval=1776282480 TSecr=1644749607"
"1363","11.066946","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1415725 Ack=58969 Win=6826 Len=1448 TSval=1776282480 TSecr=1644749607"
"1364","11.066947","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=60019 Ack=1411381 Win=28956 Len=0 TSval=1644749651 TSecr=1776282480"
"1365","11.066966","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=60019 Ack=1414277 Win=28992 Len=0 TSval=1644749651 TSecr=1776282480"
"1366","11.066977","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1417173 Ack=58969 Win=6826 Len=1448 TSval=1776282480 TSecr=1644749607"
"1367","11.067007","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=1418621 Ack=58969 Win=6826 Len=1448 TSval=1776282480 TSecr=1644749607"
"1368","11.067225","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=60019 Ack=1420069 Win=28944 Len=0 TSval=1644749651 TSecr=1776282480"
"1369","11.077077","10.0.0.101","192.168.0.3","TCP","696","5000,35644","5000  >  35644 [PSH, ACK] Seq=1420069 Ack=58969 Win=6826 Len=630 TSval=1776282484 TSecr=1644749641"
"1370","11.077094","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","ip.access HANDOover CANDidate ENQuiry "
"1371","11.077109","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=1422147 Ack=60019 Win=6826 Len=1448 TSval=1776282490 TSecr=1644749642"
"1372","11.077125","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","PAGING Huawei extension [Malformed Packet: length of contained item exceeds length of containing item]"
"1373","11.077139","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1425043 Ack=60019 Win=6826 Len=1448 TSval=1776282490 TSecr=1644749642"
"1374","11.077171","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=1426491 Ack=60019 Win=6826 Len=1448 TSval=1776282490 TSecr=1644749642"
"1375","11.077179","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=60019 Ack=1423595 Win=28980 Len=0 TSval=1644749661 TSecr=1776282484"
"1376","11.077204","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1427939 Ack=60019 Win=6826 Len=1448 TSval=1776282490 TSecr=1644749642"
"1377","11.077212","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=60019 Ack=1426491 Win=28956 Len=0 TSval=1644749661 TSecr=1776282490"
"1378","11.077249","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1429387 Ack=60019 Win=6826 Len=1448 TSval=1776282490 TSecr=1644749642"
"1379","11.077262","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=1430835 Ack=60019 Win=6826 Len=1448 TSval=1776282490 TSecr=1644749642"
"1380","11.077266","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=60019 Ack=1429387 Win=28932 Len=0 TSval=1644749661 TSecr=1776282490"
"1381","11.077273","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","ip.access HANDOover CANDidate ENQuiry "
"1382","11.077322","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1433731 Ack=60019 Win=6826 Len=1448 TSval=1776282490 TSecr=1644749642"
"1383","11.077333","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=1435179 Ack=60019 Win=6826 Len=1448 TSval=1776282490 TSecr=1644749642"
"1384","11.077346","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=60019 Ack=1433731 Win=28892 Len=0 TSval=1644749662 TSecr=1776282490"
"1385","11.077358","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1436627 Ack=60019 Win=6826 Len=1448 TSval=1776282490 TSecr=1644749642"
"1386","11.077397","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=60019 Ack=1436627 Win=28868 Len=0 TSval=1644749662 TSecr=1776282490"
"1387","11.077401","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1438075 Ack=60019 Win=6826 Len=1448 TSval=1776282490 TSecr=1644749642"
"1388","11.077418","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=1439523 Ack=60019 Win=6826 Len=1448 TSval=1776282490 TSecr=1644749642"
"1389","11.078103","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=60019 Ack=1440971 Win=28832 Len=0 TSval=1644749662 TSecr=1776282490"
"1390","11.078376","192.168.0.3","10.0.0.101","RSL","602","35644,5000","CHANnel ReQuireD "
"1391","11.087509","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1440971 Ack=60019 Win=6826 Len=1448 TSval=1776282503 TSecr=1644749651"
"1392","11.087556","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1442419 Ack=60019 Win=6826 Len=1448 TSval=1776282503 TSecr=1644749651"
"1393","11.087582","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=1443867 Ack=60019 Win=6826 Len=1448 TSval=1776282503 TSecr=1644749651"
"1394","11.087592","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1445315 Ack=60019 Win=6826 Len=1448 TSval=1776282504 TSecr=1644749651"
"1395","11.087601","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [PSH, ACK] Seq=1446763 Ack=60019 Win=6826 Len=1448 TSval=1776282504 TSecr=1644749651"
"1396","11.087629","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","5000  >  35644 [ACK] Seq=1448211 Ack=60019 Win=6826 Len=1448 TSval=1776282504 TSecr=1644749651"
"1397","11.087634","192.168.0.3","10.0.0.101","TCP","66","35644,5000","35644  >  5000 [ACK] Seq=60555 Ack=1443867 Win=28992 Len=0 TSval=1644749672 TSecr=1776282503"
